player_id,player_name,feature_season,outcome_season,position,team,outcome_games_played,outcome_total_ppr,outcome_ppg,outcome_spike_week_rate,outcome_dud_week_rate,outcome_total_targets,outcome_targets_per_game,outcome_total_receptions,outcome_receptions_per_game,outcome_total_receiving_yards,outcome_receiving_yards_per_game,outcome_total_receiving_tds,outcome_receiving_tds_per_game
00-0033307,K.Bourne,2020,2021,WR,NE,17,180.5,10.6176,0.1765,0.1765,70,4.1176,55,3.2353,800,47.0588,5,0.2941
00-0033307,K.Bourne,2021,2022,WR,NE,16,88.3,5.5187,0.0625,0.5625,48,3,35,2.1875,434,27.125,1,0.0625
00-0033307,K.Bourne,2022,2023,WR,NE,8,100,12.5,0.125,0,55,6.875,37,4.625,406,50.75,4,0.5
00-0033307,K.Bourne,2023,2024,WR,NE,12,65.1,5.425,0,0.5833,38,3.1667,28,2.3333,305,25.4167,1,0.0833
00-0033367,C.Board,2019,2020,WR,NYG,9,21.4,2.3778,0,0.8889,16,1.7778,11,1.2222,101,11.2222,0,0
00-0033367,C.Board,2020,2021,WR,NYG,4,9.7,2.425,0,1,6,1.5,4,1,51,12.75,0,0
00-0033367,C.Board,2021,2022,WR,TEN,1,1.6,1.6,0,1,1,1,1,1,6,6,0,0
00-0033375,T.Patrick,2019,2020,WR,DEN,15,161.2,10.7467,0.1333,0.2,79,5.2667,51,3.4,742,49.4667,6,0.4
00-0033375,T.Patrick,2020,2021,WR,DEN,16,156.4,9.775,0,0.375,85,5.3125,53,3.3125,734,45.875,5,0.3125
00-0033375,T.Patrick,2023,2024,WR,DET,15,92.4,6.16,0.0667,0.5333,44,2.9333,33,2.2,394,26.2667,3,0.2
00-0033382,A.Carr,2019,2020,WR,NO,4,11.7,2.925,0,0.75,4,1,3,0.75,27,6.75,1,0.25
00-0033386,C.Hollister,2019,2020,WR,TEN,1,2.2,2.2,0,1,1,1,1,1,12,12,0,0
00-0033386,C.Hollister,2020,2021,WR,TEN,3,7.3,2.4333,0,1,7,2.3333,4,1.3333,33,11,0,0
00-0033386,C.Hollister,2021,2022,WR,TEN,4,8.4,2.1,0,0.75,5,1.25,3,0.75,54,13.5,0,0
00-0033460,J.Ross,2019,2020,WR,CIN,2,3.7,1.85,0,1,7,3.5,2,1,17,8.5,0,0
00-0033460,J.Ross,2020,2021,WR,NYG,9,41,4.5556,0,0.7778,20,2.2222,11,1.2222,224,24.8889,1,0.1111
00-0033460,J.Ross,2023,2024,WR,PHI,1,1.6,1.6,0,1,2,2,1,1,6,6,0,0
00-0033466,I.McKenzie,2019,2020,WR,BUF,15,99.58,6.6387,0.0667,0.5333,34,2.2667,30,2,282,18.8,5,0.3333
00-0033466,I.McKenzie,2020,2021,WR,BUF,11,54.5,4.9545,0.0909,0.8182,26,2.3636,20,1.8182,178,16.1818,1,0.0909
00-0033466,I.McKenzie,2021,2022,WR,BUF,15,119.8,7.9867,0.1333,0.4,65,4.3333,42,2.8,423,28.2,4,0.2667
00-0033466,I.McKenzie,2022,2023,WR,IND,9,20.6,2.2889,0,0.8889,14,1.5556,11,1.2222,82,9.1111,0,0
00-0033471,I.Ford,2019,2020,WR,MIA,9,55.6,6.1778,0,0.5556,44,4.8889,28,3.1111,276,30.6667,0,0
00-0033471,I.Ford,2020,2021,WR,MIA,10,40.1,4.01,0,0.6,17,1.7,12,1.2,161,16.1,2,0.2
00-0033474,G.Dieter,2019,2020,WR,KC,1,2,2,0,1,2,2,1,1,10,10,0,0
00-0033481,M.Kemp,2019,2020,WR,KC,1,2.1,2.1,0,1,1,1,1,1,11,11,0,0
00-0033481,M.Kemp,2020,2021,WR,KC,5,4.4,0.88,0,1,5,1,2,0.4,24,4.8,0,0
00-0033536,M.Williams,2019,2020,WR,LAC,14,153.7,10.9786,0.2143,0.2857,85,6.0714,48,3.4286,756,54,5,0.3571
00-0033536,M.Williams,2020,2021,WR,LAC,16,246.6,15.4125,0.375,0.1875,129,8.0625,76,4.75,1146,71.625,9,0.5625
00-0033536,M.Williams,2021,2022,WR,LAC,13,176.5,13.5769,0.3077,0.2308,93,7.1538,63,4.8462,895,68.8462,4,0.3077
00-0033536,M.Williams,2022,2023,WR,LAC,3,50.2,16.7333,0.3333,0,26,8.6667,19,6.3333,249,83,1,0.3333
00-0033536,M.Williams,2023,2024,WR,NYJ,13,56.8,4.3692,0,0.6154,34,2.6154,21,1.6154,298,22.9231,1,0.0769
00-0033555,M.Hollins,2019,2020,WR,MIA,9,37.6,4.1778,0,0.6667,25,2.7778,16,1.7778,176,19.5556,1,0.1111
00-0033555,M.Hollins,2020,2021,WR,MIA,13,60.3,4.6385,0,0.5385,28,2.1538,14,1.0769,223,17.1538,4,0.3077
00-0033555,M.Hollins,2021,2022,WR,LV,17,154.16,9.0682,0.0588,0.3529,94,5.5294,57,3.3529,690,40.5882,4,0.2353
00-0033555,M.Hollins,2022,2023,WR,ATL,9,43.1,4.7889,0,0.5556,30,3.3333,18,2,251,27.8889,0,0
00-0033555,M.Hollins,2023,2024,WR,BUF,16,98.8,6.175,0,0.5,50,3.125,31,1.9375,378,23.625,5,0.3125
00-0033572,J.Agnew,2019,2020,WR,DET,13,31.2,2.4,0,0.9231,20,1.5385,13,1,89,6.8462,0,0
00-0033572,J.Agnew,2020,2021,WR,JAX,9,82,9.1111,0,0.1111,39,4.3333,24,2.6667,229,25.4444,1,0.1111
00-0033572,J.Agnew,2021,2022,WR,JAX,14,70.3,5.0214,0.0714,0.7143,30,2.1429,23,1.6429,187,13.3571,3,0.2143
00-0033572,J.Agnew,2022,2023,WR,JAX,8,40.3,5.0375,0,0.5,21,2.625,14,1.75,225,28.125,1,0.125
00-0033589,D.Moore,2019,2020,WR,SEA,16,118.8,7.425,0,0.4375,47,2.9375,35,2.1875,417,26.0625,6,0.375
00-0033589,D.Moore,2020,2021,WR,DEN,1,0,0,0,1,2,2,0,0,0,0,0,0
00-0033589,D.Moore,2022,2023,WR,TB,6,20.4,3.4,0,0.8333,7,1.1667,5,0.8333,94,15.6667,1,0.1667
00-0033589,D.Moore,2023,2024,WR,CAR,14,85.1,6.0786,0.0714,0.6429,57,4.0714,32,2.2857,351,25.0714,3,0.2143
00-0033591,N.Brown,2019,2020,WR,DAL,9,29.8,3.3111,0,0.7778,24,2.6667,14,1.5556,154,17.1111,0,0
00-0033591,N.Brown,2020,2021,WR,DAL,9,34.4,3.8222,0,0.6667,25,2.7778,16,1.7778,184,20.4444,0,0
00-0033591,N.Brown,2021,2022,WR,DAL,15,114.5,7.6333,0.1333,0.4667,74,4.9333,43,2.8667,555,37,3,0.2
00-0033591,N.Brown,2022,2023,WR,HOU,10,101.6,10.16,0.3,0.4,55,5.5,33,3.3,567,56.7,2,0.2
00-0033591,N.Brown,2023,2024,WR,WAS,11,86.3,7.8455,0,0.1818,56,5.0909,35,3.1818,453,41.1818,1,0.0909
00-0033633,T.Gentry,2021,2022,WR,BUF,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0033681,K.Cole,2019,2020,WR,JAX,16,155.4,9.7125,0.125,0.3125,88,5.5,55,3.4375,642,40.125,5,0.3125
00-0033681,K.Cole,2020,2021,WR,NYJ,14,78.9,5.6357,0,0.5,51,3.6429,28,2,449,32.0714,1,0.0714
00-0033681,K.Cole,2021,2022,WR,LV,9,30.1,3.3444,0,0.7778,21,2.3333,10,1.1111,141,15.6667,1,0.1111
00-0033733,G.Ward,2019,2020,WR,PHI,16,133.1,8.3187,0.0625,0.4375,79,4.9375,53,3.3125,419,26.1875,6,0.375
00-0033733,G.Ward,2020,2021,WR,PHI,7,34.58,4.94,0,0.4286,11,1.5714,7,1,95,13.5714,3,0.4286
00-0033839,D.Westbrook,2019,2020,WR,JAX,1,1.4,1.4,0,1,1,1,1,1,4,4,0,0
00-0033839,D.Westbrook,2020,2021,WR,MIN,8,16.8,2.1,0,1,15,1.875,10,1.25,68,8.5,0,0
00-0033840,C.Hansen,2019,2020,WR,HOU,5,46.6,9.32,0,0.4,24,4.8,17,3.4,236,47.2,1,0.2
00-0033857,J.Smith-Schuster,2019,2020,WR,PIT,16,234.1,14.6312,0.25,0.125,128,8,97,6.0625,831,51.9375,9,0.5625
00-0033857,J.Smith-Schuster,2020,2021,WR,PIT,5,34.8,6.96,0,0.4,28,5.6,15,3,129,25.8,0,0
00-0033857,J.Smith-Schuster,2021,2022,WR,KC,16,185.3,11.5813,0.1875,0.125,101,6.3125,78,4.875,933,58.3125,3,0.1875
00-0033857,J.Smith-Schuster,2022,2023,WR,NE,11,61,5.5455,0,0.5455,47,4.2727,29,2.6364,260,23.6364,1,0.0909
00-0033857,J.Smith-Schuster,2023,2024,WR,KC,11,53.1,4.8273,0.0909,0.6364,26,2.3636,18,1.6364,231,21,2,0.1818
00-0033859,J.Malone,2019,2020,WR,NYJ,1,6.8,6.8,0,0,6,6,4,4,16,16,0,0
00-0033871,C.Davis,2019,2020,WR,TEN,14,191.4,13.6714,0.2143,0.2143,92,6.5714,65,4.6429,984,70.2857,5,0.3571
00-0033871,C.Davis,2020,2021,WR,NYJ,9,105.2,11.6889,0.2222,0.2222,59,6.5556,34,3.7778,492,54.6667,4,0.4444
00-0033871,C.Davis,2021,2022,WR,NYJ,13,97.6,7.5077,0,0.4615,64,4.9231,32,2.4615,536,41.2308,2,0.1538
00-0033891,Z.Jones,2019,2020,WR,LV,11,36.56,3.3236,0,0.7273,20,1.8182,14,1.2727,154,14,1,0.0909
00-0033891,Z.Jones,2020,2021,WR,LV,15,105.9,7.06,0,0.4,70,4.6667,47,3.1333,546,36.4,1,0.0667
00-0033891,Z.Jones,2021,2022,WR,JAX,16,198.1,12.3812,0.25,0.1875,121,7.5625,82,5.125,823,51.4375,5,0.3125
00-0033891,Z.Jones,2022,2023,WR,JAX,9,78.1,8.6778,0,0.2222,64,7.1111,34,3.7778,321,35.6667,2,0.2222
00-0033891,Z.Jones,2023,2024,WR,ARI,6,16.4,2.7333,0,0.8333,11,1.8333,8,1.3333,84,14,0,0
00-0033908,C.Kupp,2019,2020,WR,LA,15,210.7,14.0467,0.2,0.0667,124,8.2667,92,6.1333,974,64.9333,3,0.2
00-0033908,C.Kupp,2020,2021,WR,LA,17,439.5,25.8529,0.8235,0,191,11.2353,145,8.5294,1947,114.5294,16,0.9412
00-0033908,C.Kupp,2021,2022,WR,LA,9,201.4,22.3778,0.6667,0.1111,98,10.8889,75,8.3333,812,90.2222,6,0.6667
00-0033908,C.Kupp,2022,2023,WR,LA,12,164.4,13.7,0.25,0.1667,95,7.9167,59,4.9167,737,61.4167,5,0.4167
00-0033908,C.Kupp,2023,2024,WR,LA,12,175,14.5833,0.4167,0.25,100,8.3333,67,5.5833,710,59.1667,6,0.5
00-0033911,T.Taylor,2019,2020,WR,CLE,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0033921,C.Godwin,2019,2020,WR,TB,12,191,15.9167,0.1667,0.0833,84,7,65,5.4167,840,70,7,0.5833
00-0033921,C.Godwin,2020,2021,WR,TB,14,242.4,17.3143,0.3571,0.0714,127,9.0714,98,7,1103,78.7857,5,0.3571
00-0033921,C.Godwin,2021,2022,WR,TB,15,222.8,14.8533,0.2,0,142,9.4667,104,6.9333,1023,68.2,3,0.2
00-0033921,C.Godwin,2022,2023,WR,TB,17,209.2,12.3059,0.0588,0.0588,130,7.6471,83,4.8824,1024,60.2353,2,0.1176
00-0033921,C.Godwin,2023,2024,WR,TB,7,137.8,19.6857,0.4286,0,62,8.8571,50,7.1429,576,82.2857,5,0.7143
00-0033932,K.Golladay,2019,2020,WR,DET,5,65.8,13.16,0,0.2,32,6.4,20,4,338,67.6,2,0.4
00-0033932,K.Golladay,2020,2021,WR,NYG,14,89.1,6.3643,0,0.3571,76,5.4286,37,2.6429,521,37.2143,0,0
00-0033932,K.Golladay,2021,2022,WR,NYG,6,20.1,3.35,0,0.8333,17,2.8333,6,1,81,13.5,1,0.1667
00-0033943,J.Reynolds,2019,2020,WR,LA,16,126.3,7.8937,0,0.25,81,5.0625,52,3.25,618,38.625,2,0.125
00-0033943,J.Reynolds,2020,2021,WR,TEN,10,80.6,8.06,0,0.3,49,4.9,29,2.9,396,39.6,2,0.2
00-0033943,J.Reynolds,2021,2022,WR,DET,12,103.9,8.6583,0.0833,0.5,59,4.9167,38,3.1667,479,39.9167,3,0.25
00-0033943,J.Reynolds,2022,2023,WR,DET,16,128.8,8.05,0.0625,0.375,64,4,40,2.5,608,38,5,0.3125
00-0033943,J.Reynolds,2023,2024,WR,DEN,8,38.4,4.8,0,0.5,24,3,13,1.625,194,24.25,1,0.125
00-0033957,R.Adams,2020,2021,WR,CHI,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0034052,B.Zylstra,2019,2020,WR,CAR,5,12.6,2.52,0,0.8,4,0.8,3,0.6,35,7,0,0
00-0034052,B.Zylstra,2020,2021,WR,CAR,9,49,5.4444,0,0.5556,25,2.7778,18,2,250,27.7778,1,0.1111
00-0034054,R.Cracraft,2019,2020,WR,SF,3,10.1,3.3667,0,1,9,3,6,2,41,13.6667,0,0
00-0034054,R.Cracraft,2021,2022,WR,MIA,8,31.2,3.9,0,0.625,14,1.75,9,1.125,102,12.75,2,0.25
00-0034054,R.Cracraft,2022,2023,WR,MIA,6,27.1,4.5167,0,0.6667,12,2,9,1.5,121,20.1667,1,0.1667
00-0034054,R.Cracraft,2023,2024,WR,MIA,4,13.6,3.4,0,0.75,9,2.25,7,1.75,66,16.5,0,0
00-0034081,S.Mitchell,2019,2020,WR,HOU,3,11,3.6667,0,0.6667,8,2.6667,5,1.6667,60,20,0,0
00-0034104,C.Sims,2019,2020,WR,WAS,11,86.2,7.8364,0,0.3636,48,4.3636,32,2.9091,477,43.3636,1,0.0909
00-0034104,C.Sims,2020,2021,WR,WAS,10,48.8,4.88,0,0.7,23,2.3,15,1.5,211,21.1,2,0.2
00-0034104,C.Sims,2021,2022,WR,WAS,12,16.9,1.4083,0,1,18,1.5,8,0.6667,89,7.4167,0,0
00-0034132,C.Blake,2019,2020,WR,ATL,7,27.1,3.8714,0,0.7143,18,2.5714,13,1.8571,141,20.1429,0,0
00-0034132,C.Blake,2020,2021,WR,ATL,6,6.5,1.0833,0,1,9,1.5,4,0.6667,25,4.1667,0,0
00-0034207,J.Badet,2019,2020,WR,WAS,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0034267,J.Scott,2019,2020,WR,NYJ,1,2.6,2.6,0,1,1,1,1,1,16,16,0,0
00-0034272,M.Valdes-Scantling,2019,2020,WR,GB,14,137.3,9.8071,0.1429,0.3571,63,4.5,33,2.3571,690,49.2857,6,0.4286
00-0034272,M.Valdes-Scantling,2020,2021,WR,GB,11,87,7.9091,0.1818,0.4545,55,5,26,2.3636,430,39.0909,3,0.2727
00-0034272,M.Valdes-Scantling,2021,2022,WR,KC,17,122.4,7.2,0,0.4118,81,4.7647,42,2.4706,687,40.4118,2,0.1176
00-0034272,M.Valdes-Scantling,2022,2023,WR,KC,16,56.5,3.5313,0,0.875,42,2.625,21,1.3125,315,19.6875,1,0.0625
00-0034272,M.Valdes-Scantling,2023,2024,WR,BUF,13,84.5,6.5,0.0769,0.5385,44,3.3846,19,1.4615,411,31.6154,4,0.3077
00-0034273,D.Ratley,2019,2020,WR,NYG,5,10.3,2.06,0,0.8,10,2,4,0.8,63,12.6,0,0
00-0034279,E.St. Brown,2019,2020,WR,GB,8,25.4,3.175,0,0.75,13,1.625,7,0.875,117,14.625,1,0.125
00-0034279,E.St. Brown,2020,2021,WR,GB,9,20.2,2.2444,0,0.8889,17,1.8889,9,1,98,10.8889,0,0
00-0034279,E.St. Brown,2021,2022,WR,CHI,16,62.7,3.9188,0,0.6875,38,2.375,21,1.3125,323,20.1875,1,0.0625
00-0034279,E.St. Brown,2022,2023,WR,CHI,5,11.2,2.24,0,1,6,1.2,5,1,62,12.4,0,0
00-0034286,R.James,2019,2020,WR,SF,7,68.4,9.7714,0.1429,0.2857,35,5,23,3.2857,394,56.2857,1,0.1429
00-0034286,R.James,2021,2022,WR,NYG,14,138.5,9.8929,0.0714,0.2857,70,5,57,4.0714,569,40.6429,4,0.2857
00-0034286,R.James,2022,2023,WR,KC,8,21.4,2.675,0,0.875,14,1.75,10,1.25,114,14.25,0,0
00-0034297,B.Pringle,2019,2020,WR,KC,6,41,6.8333,0,0.3333,17,2.8333,13,2.1667,160,26.6667,1,0.1667
00-0034297,B.Pringle,2020,2021,WR,KC,16,128.8,8.05,0.0625,0.4375,60,3.75,42,2.625,568,35.5,5,0.3125
00-0034297,B.Pringle,2021,2022,WR,CHI,8,35.5,4.4375,0,0.625,16,2,10,1.25,135,16.875,2,0.25
00-0034297,B.Pringle,2022,2023,WR,WAS,12,30.1,2.5083,0,0.8333,22,1.8333,14,1.1667,161,13.4167,0,0
00-0034309,C.Beebe,2019,2020,WR,MIN,10,52.1,5.21,0,0.8,30,3,20,2,201,20.1,2,0.2
00-0034317,K.Kirkwood,2019,2020,WR,CAR,1,2.3,2.3,0,1,2,2,1,1,13,13,0,0
00-0034317,K.Kirkwood,2020,2021,WR,CAR,3,4.7,1.5667,0,1,7,2.3333,3,1,17,5.6667,0,0
00-0034317,K.Kirkwood,2021,2022,WR,NO,3,3.8,1.2667,0,1,4,1.3333,2,0.6667,18,6,0,0
00-0034317,K.Kirkwood,2022,2023,WR,NO,7,14.7,2.1,0,0.8571,9,1.2857,5,0.7143,37,5.2857,1,0.1429
00-0034348,C.Sutton,2019,2020,WR,DEN,1,9.6,9.6,0,0,6,6,3,3,66,66,0,0
00-0034348,C.Sutton,2020,2021,WR,DEN,17,150.24,8.8376,0.1765,0.4706,98,5.7647,58,3.4118,776,45.6471,2,0.1176
00-0034348,C.Sutton,2021,2022,WR,DEN,15,159.4,10.6267,0,0.2,109,7.2667,64,4.2667,829,55.2667,2,0.1333
00-0034348,C.Sutton,2022,2023,WR,DEN,16,190.2,11.8875,0,0.1875,90,5.625,59,3.6875,772,48.25,10,0.625
00-0034348,C.Sutton,2023,2024,WR,DEN,16,240.3,15.0187,0.1875,0.0625,135,8.4375,81,5.0625,1081,67.5625,8,0.5
00-0034353,A.Miller,2019,2020,WR,CHI,16,108.7,6.7937,0,0.5,76,4.75,49,3.0625,485,30.3125,2,0.125
00-0034353,A.Miller,2020,2021,WR,HOU,3,14.5,4.8333,0,0.6667,12,4,6,2,25,8.3333,1,0.3333
00-0034353,A.Miller,2023,2024,WR,BAL,1,2.6,2.6,0,1,1,1,1,1,16,16,0,0
00-0034366,K.Coutee,2019,2020,WR,HOU,8,89,11.125,0.125,0.125,40,5,33,4.125,400,50,3,0.375
00-0034366,K.Coutee,2020,2021,WR,IND,1,1.5,1.5,0,1,1,1,1,1,5,5,0,0
00-0034366,K.Coutee,2021,2022,WR,IND,1,1,1,0,1,1,1,1,1,20,20,0,0
00-0034370,D.Hamilton,2019,2020,WR,DEN,12,62.3,5.1917,0,0.75,44,3.6667,23,1.9167,293,24.4167,2,0.1667
00-0034386,J.Watson,2019,2020,WR,TB,3,16.4,5.4667,0,0.3333,11,3.6667,7,2.3333,94,31.3333,0,0
00-0034386,J.Watson,2021,2022,WR,KC,17,58.5,3.4412,0,0.7059,34,2,15,0.8824,315,18.5294,2,0.1176
00-0034386,J.Watson,2022,2023,WR,KC,15,89,5.9333,0,0.4,53,3.5333,27,1.8,460,30.6667,3,0.2
00-0034386,J.Watson,2023,2024,WR,KC,15,62.9,4.1933,0,0.7333,32,2.1333,22,1.4667,289,19.2667,2,0.1333
00-0034395,D.Fountain,2019,2020,WR,IND,2,4.3,2.15,0,1,3,1.5,2,1,23,11.5,0,0
00-0034407,R.McCloud,2019,2020,WR,PIT,11,34.2,3.1091,0,0.8182,22,2,20,1.8182,77,7,0,0
00-0034407,R.McCloud,2020,2021,WR,PIT,14,68.2,4.8714,0,0.5714,66,4.7143,39,2.7857,277,19.7857,0,0
00-0034407,R.McCloud,2021,2022,WR,SF,14,58.1,4.15,0,0.7857,25,1.7857,14,1,243,17.3571,1,0.0714
00-0034407,R.McCloud,2022,2023,WR,SF,7,28.5,4.0714,0,0.7143,15,2.1429,12,1.7143,135,19.2857,0,0
00-0034407,R.McCloud,2023,2024,WR,ATL,17,142.5,8.3824,0,0.2353,87,5.1176,62,3.6471,686,40.3529,1,0.0588
00-0034411,R.Gage,2019,2020,WR,ATL,16,181.06,11.3163,0.125,0.3125,109,6.8125,72,4.5,786,49.125,4,0.25
00-0034411,R.Gage,2020,2021,WR,ATL,13,163,12.5385,0.2308,0.1538,94,7.2308,66,5.0769,770,59.2308,4,0.3077
00-0034411,R.Gage,2021,2022,WR,TB,13,123.6,9.5077,0.1538,0.3077,70,5.3846,51,3.9231,426,32.7692,5,0.3846
00-0034418,C.Wilson,2019,2020,WR,DAL,10,51.62,5.162,0.1,0.7,28,2.8,17,1.7,189,18.9,2,0.2
00-0034418,C.Wilson,2020,2021,WR,DAL,14,147.82,10.5586,0.0714,0.2857,61,4.3571,45,3.2143,602,43,6,0.4286
00-0034418,C.Wilson,2021,2022,WR,MIA,9,26.4,2.9333,0,1,18,2,12,1.3333,136,15.1111,0,0
00-0034418,C.Wilson,2022,2023,WR,MIA,11,69.6,6.3273,0,0.2727,38,3.4545,22,2,296,26.9091,3,0.2727
00-0034418,C.Wilson,2023,2024,WR,NO,10,51.94,5.194,0,0.7,27,2.7,20,2,211,21.1,1,0.1
00-0034419,B.Berrios,2019,2020,WR,NYJ,13,97.3,7.4846,0,0.3846,55,4.2308,37,2.8462,394,30.3077,3,0.2308
00-0034419,B.Berrios,2020,2021,WR,NYJ,15,121.1,8.0733,0.0667,0.4667,65,4.3333,46,3.0667,431,28.7333,2,0.1333
00-0034419,B.Berrios,2021,2022,WR,NYJ,15,57.68,3.8453,0,0.6667,32,2.1333,18,1.2,145,9.6667,0,0
00-0034419,B.Berrios,2022,2023,WR,MIA,13,57.9,4.4538,0,0.7692,33,2.5385,27,2.0769,238,18.3077,1,0.0769
00-0034419,B.Berrios,2023,2024,WR,MIA,3,0,0,0,1,4,1.3333,0,0,0,0,0,0
00-0034426,J.Wims,2019,2020,WR,CHI,9,17,1.8889,0,0.8889,12,1.3333,6,0.6667,48,5.3333,1,0.1111
00-0034487,T.Sherfield,2019,2020,WR,ARI,2,10,5,0,0.5,7,3.5,5,2.5,50,25,0,0
00-0034487,T.Sherfield,2020,2021,WR,SF,9,23.7,2.6333,0,0.8889,20,2.2222,9,1,87,9.6667,1,0.1111
00-0034487,T.Sherfield,2021,2022,WR,MIA,16,83.7,5.2313,0,0.5625,51,3.1875,30,1.875,417,26.0625,2,0.125
00-0034487,T.Sherfield,2022,2023,WR,BUF,9,25.6,2.8444,0,0.8889,22,2.4444,11,1.2222,86,9.5556,1,0.1111
00-0034487,T.Sherfield,2023,2024,WR,MIN,8,22.3,2.7875,0,0.875,9,1.125,8,1,83,10.375,1,0.125
00-0034510,R.Foster,2019,2020,WR,WAS,3,5.7,1.9,0,1,6,2,2,0.6667,37,12.3333,0,0
00-0034521,A.Lazard,2019,2020,WR,GB,10,97.8,9.78,0.1,0.4,46,4.6,33,3.3,451,45.1,3,0.3
00-0034521,A.Lazard,2020,2021,WR,GB,14,142.5,10.1786,0.1429,0.3571,60,4.2857,40,2.8571,513,36.6429,8,0.5714
00-0034521,A.Lazard,2021,2022,WR,GB,15,174.8,11.6533,0,0.1333,100,6.6667,60,4,788,52.5333,6,0.4
00-0034521,A.Lazard,2022,2023,WR,NYJ,13,60.1,4.6231,0,0.5385,49,3.7692,23,1.7692,311,23.9231,1,0.0769
00-0034521,A.Lazard,2023,2024,WR,NYJ,12,126,10.5,0.1667,0.4167,61,5.0833,37,3.0833,530,44.1667,6,0.5
00-0034631,V.Smith,2019,2020,WR,NYJ,2,2.3,1.15,0,1,3,1.5,1,0.5,13,6.5,0,0
00-0034631,V.Smith,2020,2021,WR,NYJ,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0034646,B.Powell,2019,2020,WR,ATL,10,29.6,2.96,0,0.7,18,1.8,12,1.2,69,6.9,2,0.2
00-0034646,B.Powell,2020,2021,WR,LA,1,6,6,0,0,0,0,0,0,0,0,0,0
00-0034646,B.Powell,2021,2022,WR,LA,16,47.6,2.975,0,0.8125,32,2,24,1.5,156,9.75,0,0
00-0034646,B.Powell,2022,2023,WR,MIN,13,69.1,5.3154,0,0.4615,44,3.3846,29,2.2308,324,24.9231,1,0.0769
00-0034646,B.Powell,2023,2024,WR,MIN,7,14.1,2.0143,0,1,10,1.4286,7,1,71,10.1429,0,0
00-0034652,C.Batson,2019,2020,WR,TEN,9,30,3.3333,0,0.7778,13,1.4444,12,1.3333,100,11.1111,1,0.1111
00-0034652,C.Batson,2020,2021,WR,TEN,3,11,3.6667,0,0.6667,5,1.6667,2,0.6667,15,5,1,0.3333
00-0034653,D.Burnett,2019,2020,WR,PHI,1,4.9,4.9,0,1,4,4,3,3,19,19,0,0
00-0034660,R.Gafford,2019,2020,WR,LV,2,0,0,0,1,2,1,0,0,0,0,0,0
00-0034676,J.Washington,2019,2020,WR,PIT,16,99.2,6.2,0,0.4375,56,3.5,30,1.875,392,24.5,5,0.3125
00-0034676,J.Washington,2020,2021,WR,PIT,15,65.8,4.3867,0,0.6,44,2.9333,24,1.6,285,19,2,0.1333
00-0034676,J.Washington,2021,2022,WR,DAL,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0034686,A.Tate,2019,2020,WR,CIN,8,29,3.625,0,0.875,22,2.75,14,1.75,150,18.75,0,0
00-0034686,A.Tate,2020,2021,WR,CIN,4,12.9,3.225,0,0.75,4,1,3,0.75,39,9.75,1,0.25
00-0034764,M.Gallup,2019,2020,WR,DAL,16,173.3,10.8312,0.1875,0.3125,105,6.5625,59,3.6875,843,52.6875,5,0.3125
00-0034764,M.Gallup,2020,2021,WR,DAL,9,91.5,10.1667,0,0,62,6.8889,35,3.8889,445,49.4444,2,0.2222
00-0034764,M.Gallup,2021,2022,WR,DAL,14,105.4,7.5286,0,0.2857,74,5.2857,39,2.7857,424,30.2857,4,0.2857
00-0034764,M.Gallup,2022,2023,WR,DAL,16,87.8,5.4875,0,0.625,57,3.5625,34,2.125,418,26.125,2,0.125
00-0034765,T.Smith,2019,2020,WR,NO,13,103.1,7.9308,0.0769,0.3846,50,3.8462,34,2.6154,448,34.4615,4,0.3077
00-0034765,T.Smith,2020,2021,WR,NO,10,87.7,8.77,0,0.3,50,5,32,3.2,377,37.7,3,0.3
00-0034765,T.Smith,2021,2022,WR,NO,9,52.8,5.8667,0,0.5556,27,3,19,2.1111,278,30.8889,1,0.1111
00-0034772,A.Callaway,2019,2020,WR,MIA,3,4,1.3333,0,1,4,1.3333,2,0.6667,20,6.6667,0,0
00-0034775,C.Kirk,2019,2020,WR,ARI,14,146.4,10.4571,0.2143,0.2857,79,5.6429,48,3.4286,621,44.3571,6,0.4286
00-0034775,C.Kirk,2020,2021,WR,ARI,17,207.62,12.2129,0.1176,0.1765,103,6.0588,77,4.5294,982,57.7647,5,0.2941
00-0034775,C.Kirk,2021,2022,WR,JAX,17,243.9,14.3471,0.2353,0.1176,133,7.8235,84,4.9412,1108,65.1765,8,0.4706
00-0034775,C.Kirk,2022,2023,WR,JAX,12,150.26,12.5217,0.0833,0.1667,85,7.0833,57,4.75,787,65.5833,3,0.25
00-0034775,C.Kirk,2023,2024,WR,JAX,8,70.9,8.8625,0,0.375,47,5.875,27,3.375,379,47.375,1,0.125
00-0034777,D.Chark,2019,2020,WR,JAX,13,153.6,11.8154,0.1538,0.2308,93,7.1538,53,4.0769,706,54.3077,5,0.3846
00-0034777,D.Chark,2020,2021,WR,JAX,3,34.4,11.4667,0,0.3333,22,7.3333,7,2.3333,154,51.3333,2,0.6667
