player_id,player_name,feature_season,outcome_season,position,team,outcome_games_played,outcome_total_ppr,outcome_ppg,outcome_spike_week_rate,outcome_dud_week_rate,outcome_total_targets,outcome_targets_per_game,outcome_total_receptions,outcome_receptions_per_game,outcome_total_receiving_yards,outcome_receiving_yards_per_game,outcome_total_receiving_tds,outcome_receiving_tds_per_game
00-0036183,K.Wilkerson,2023,2024,WR,LV,1,9.8,9.8,0,0,3,3,2,2,18,18,1,1
00-0036196,G.Davis,2019,2020,WR,BUF,16,136.9,8.5563,0,0.375,62,3.875,35,2.1875,599,37.4375,7,0.4375
00-0036196,G.Davis,2020,2021,WR,BUF,15,125.9,8.3933,0.0667,0.4,63,4.2,35,2.3333,549,36.6,6,0.4
00-0036196,G.Davis,2021,2022,WR,BUF,15,171.6,11.44,0.1333,0.0667,93,6.2,48,3.2,836,55.7333,7,0.4667
00-0036196,G.Davis,2022,2023,WR,BUF,16,161.4,10.0875,0.3125,0.4375,81,5.0625,45,2.8125,746,46.625,7,0.4375
00-0036196,G.Davis,2023,2024,WR,JAX,9,53.9,5.9889,0.1111,0.6667,42,4.6667,20,2.2222,239,26.5556,2,0.2222
00-0036219,M.Callaway,2019,2020,WR,NO,6,42.3,7.05,0,0.3333,27,4.5,21,3.5,213,35.5,0,0
00-0036219,M.Callaway,2020,2021,WR,NO,17,151.8,8.9294,0.0588,0.2941,84,4.9412,46,2.7059,698,41.0588,6,0.3529
00-0036219,M.Callaway,2021,2022,WR,NO,10,37.8,3.78,0,0.6,32,3.2,16,1.6,158,15.8,1,0.1
00-0036228,D.Patmon,2020,2021,WR,IND,4,10.1,2.525,0,0.75,4,1,2,0.5,21,5.25,1,0.25
00-0036228,D.Patmon,2021,2022,WR,IND,1,4.4,4.4,0,1,6,6,2,2,24,24,0,0
00-0036233,D.Peoples-Jones,2019,2020,WR,CLE,7,58.4,8.3429,0,0.4286,20,2.8571,14,2,304,43.4286,2,0.2857
00-0036233,D.Peoples-Jones,2020,2021,WR,CLE,13,109.7,8.4385,0.0769,0.3846,58,4.4615,34,2.6154,597,45.9231,3,0.2308
00-0036233,D.Peoples-Jones,2021,2022,WR,CLE,17,167.1,9.8294,0,0.2353,96,5.6471,61,3.5882,839,49.3529,3,0.1765
00-0036233,D.Peoples-Jones,2022,2023,WR,CLE,12,28.5,2.375,0,0.9167,25,2.0833,13,1.0833,155,12.9167,0,0
00-0036247,F.Swain,2019,2020,WR,SEA,12,40.9,3.4083,0,0.6667,21,1.75,13,1.0833,159,13.25,2,0.1667
00-0036247,F.Swain,2020,2021,WR,SEA,16,86.5,5.4062,0.0625,0.625,40,2.5,25,1.5625,343,21.4375,4,0.25
00-0036247,F.Swain,2021,2022,WR,DEN,3,11.4,3.8,0,0.6667,6,2,4,1.3333,74,24.6667,0,0
00-0036252,M.Pittman,2019,2020,WR,IND,13,98.9,7.6077,0,0.3077,61,4.6923,40,3.0769,503,38.6923,1,0.0769
00-0036252,M.Pittman,2020,2021,WR,IND,17,238.6,14.0353,0.2941,0.1176,129,7.5882,88,5.1765,1082,63.6471,6,0.3529
00-0036252,M.Pittman,2021,2022,WR,IND,16,216.5,13.5312,0.125,0.0625,141,8.8125,99,6.1875,925,57.8125,4,0.25
00-0036252,M.Pittman,2022,2023,WR,IND,16,252.2,15.7625,0.1875,0.0625,156,9.75,109,6.8125,1152,72,4,0.25
00-0036252,M.Pittman,2023,2024,WR,IND,16,165.8,10.3625,0.0625,0.1875,111,6.9375,69,4.3125,808,50.5,3,0.1875
00-0036254,C.Johnson,2019,2020,WR,JAX,10,59.2,5.92,0,0.6,31,3.1,18,1.8,272,27.2,2,0.2
00-0036254,C.Johnson,2020,2021,WR,NYG,7,21.5,3.0714,0,0.8571,21,3,11,1.5714,105,15,0,0
00-0036254,C.Johnson,2022,2023,WR,CHI,1,2.1,2.1,0,1,1,1,1,1,11,11,0,0
00-0036254,C.Johnson,2023,2024,WR,CHI,2,1.6,0.8,0,1,2,1,1,0.5,6,3,0,0
00-0036255,D.Mims,2019,2020,WR,NYJ,9,60.7,6.7444,0,0.3333,44,4.8889,23,2.5556,357,39.6667,0,0
00-0036255,D.Mims,2020,2021,WR,NYJ,10,21.3,2.13,0,0.7,23,2.3,8,0.8,133,13.3,0,0
00-0036255,D.Mims,2021,2022,WR,NYJ,9,29.6,3.2889,0,0.6667,25,2.7778,11,1.2222,186,20.6667,0,0
00-0036259,J.Jennings,2020,2021,WR,SF,13,82.2,6.3231,0.0769,0.6154,38,2.9231,24,1.8462,282,21.6923,5,0.3846
00-0036259,J.Jennings,2021,2022,WR,SF,16,82.6,5.1625,0,0.5625,56,3.5,35,2.1875,416,26,1,0.0625
00-0036259,J.Jennings,2022,2023,WR,SF,12,51.5,4.2917,0,0.6667,33,2.75,19,1.5833,265,22.0833,1,0.0833
00-0036259,J.Jennings,2023,2024,WR,SF,15,210.5,14.0333,0.2,0.0667,113,7.5333,77,5.1333,975,65,6,0.4
00-0036261,B.Aiyuk,2019,2020,WR,SF,12,184.5,15.375,0.4167,0.1667,96,8,60,5,748,62.3333,5,0.4167
00-0036261,B.Aiyuk,2020,2021,WR,SF,16,170.3,10.6437,0.0625,0.25,84,5.25,56,3.5,826,51.625,5,0.3125
00-0036261,B.Aiyuk,2021,2022,WR,SF,17,227.8,13.4,0.1765,0.0588,114,6.7059,78,4.5882,1015,59.7059,8,0.4706
00-0036261,B.Aiyuk,2022,2023,WR,SF,16,249.2,15.575,0.25,0,105,6.5625,75,4.6875,1342,83.875,7,0.4375
00-0036261,B.Aiyuk,2023,2024,WR,SF,7,62.4,8.9143,0.1429,0.2857,47,6.7143,25,3.5714,374,53.4286,0,0
00-0036268,L.Shenault,2019,2020,WR,JAX,14,157.1,11.2214,0.0714,0.1429,79,5.6429,58,4.1429,600,42.8571,5,0.3571
00-0036268,L.Shenault,2020,2021,WR,JAX,16,127,7.9375,0,0.1875,100,6.25,63,3.9375,619,38.6875,0,0
00-0036268,L.Shenault,2021,2022,WR,CAR,13,72.7,5.5923,0,0.6154,32,2.4615,27,2.0769,272,20.9231,1,0.0769
00-0036268,L.Shenault,2022,2023,WR,CAR,8,21.5,2.6875,0,1,10,1.25,10,1.25,60,7.5,0,0
00-0036268,L.Shenault,2023,2024,WR,SEA,6,14.7,2.45,0,0.8333,5,0.8333,5,0.8333,36,6,0,0
00-0036271,Q.Watkins,2019,2020,WR,PHI,4,23.6,5.9,0,0.5,13,3.25,7,1.75,106,26.5,1,0.25
00-0036271,Q.Watkins,2020,2021,WR,PHI,17,116,6.8235,0,0.3529,62,3.6471,43,2.5294,647,38.0588,1,0.0588
00-0036271,Q.Watkins,2021,2022,WR,PHI,16,84.5,5.2813,0,0.5625,51,3.1875,33,2.0625,354,22.125,3,0.1875
00-0036271,Q.Watkins,2022,2023,WR,PHI,5,35.2,7.04,0.2,0.6,21,4.2,15,3,142,28.4,1,0.2
00-0036277,Q.Cephus,2019,2020,WR,DET,11,66.9,6.0818,0,0.5455,35,3.1818,20,1.8182,349,31.7273,2,0.1818
00-0036277,Q.Cephus,2020,2021,WR,DET,5,49.4,9.88,0,0.2,22,4.4,15,3,204,40.8,2,0.4
00-0036277,Q.Cephus,2021,2022,WR,DET,1,3.5,3.5,0,1,3,3,2,2,15,15,0,0
00-0036308,I.Coulter,2020,2021,WR,CHI,1,0,0,0,1,1,1,0,0,0,0,0,0
00-0036309,D.Mooney,2019,2020,WR,CHI,16,152.1,9.5062,0.0625,0.1875,98,6.125,61,3.8125,631,39.4375,4,0.25
00-0036309,D.Mooney,2020,2021,WR,CHI,17,219.7,12.9235,0.1765,0.1176,140,8.2353,81,4.7647,1055,62.0588,4,0.2353
00-0036309,D.Mooney,2021,2022,WR,CHI,11,101.5,9.2273,0,0.2727,61,5.5455,40,3.6364,493,44.8182,2,0.1818
00-0036309,D.Mooney,2022,2023,WR,CHI,14,78.9,5.6357,0,0.5,61,4.3571,31,2.2143,414,29.5714,1,0.0714
00-0036309,D.Mooney,2023,2024,WR,ATL,16,193.2,12.075,0.125,0.1875,106,6.625,64,4,992,62,5,0.3125
00-0036322,J.Jefferson,2019,2020,WR,MIN,16,274.2,17.1375,0.375,0.0625,125,7.8125,88,5.5,1400,87.5,7,0.4375
00-0036322,J.Jefferson,2020,2021,WR,MIN,17,330.4,19.4353,0.4118,0.0588,167,9.8235,108,6.3529,1616,95.0588,10,0.5882
00-0036322,J.Jefferson,2021,2022,WR,MIN,17,368.66,21.6859,0.5294,0.1176,184,10.8235,128,7.5294,1809,106.4118,8,0.4706
00-0036322,J.Jefferson,2022,2023,WR,MIN,10,204.2,20.42,0.6,0.1,100,10,68,6.8,1074,107.4,5,0.5
00-0036322,J.Jefferson,2023,2024,WR,MIN,17,317.48,18.6753,0.4706,0.0588,154,9.0588,103,6.0588,1533,90.1765,10,0.5882
00-0036326,C.Claypool,2019,2020,WR,PIT,16,214.9,13.4313,0.1875,0.1875,109,6.8125,62,3.875,873,54.5625,9,0.5625
00-0036326,C.Claypool,2020,2021,WR,PIT,15,166.6,11.1067,0.0667,0.2,105,7,59,3.9333,860,57.3333,2,0.1333
00-0036326,C.Claypool,2021,2022,WR,PIT,15,105.04,7.0027,0.0667,0.4,79,5.2667,46,3.0667,451,30.0667,1,0.0667
